customer_id,group,revenue,clicks,conversions,session_duration,region,device_type
CUST_009298,Group_C,11.5,15.0,0.0,11.9,South,Desktop
CUST_009233,Group_C,64.13,14.0,0.0,25.3,East,Desktop
CUST_003210,Group_B,31.61,11.0,0.0,29.0,North,Mobile
CUST_003460,Group_B,38.84,10.0,2.0,32.2,South,Mobile
CUST_001747,Group_A,18.99,5.0,1.0,17.3,South,Mobile
CUST_001150,Group_A,48.11,9.0,0.0,17.4,East,Mobile
CUST_004298,Group_B,229.7,12.0,1.0,11.3,West,Mobile
CUST_006652,Group_C,36.49,7.0,0.0,11.6,North,Mobile
CUST_008738,Group_C,49.08,7.0,1.0,2.8,South,Mobile
CUST_007340,Group_C,43.56,14.0,5.0,24.6,South,Mobile
CUST_003881,Group_B,23.96,15.0,0.0,11.7,North,Mobile
CUST_005028,Group_B,15.16,12.0,0.0,2.4,North,Tablet
CUST_002185,Group_A,14.63,15.0,0.0,14.7,West,Desktop
CUST_008161,Group_C,8.96,11.0,0.0,12.8,South,Mobile
CUST_006335,Group_B,77.81,13.0,0.0,14.2,North,Tablet
CUST_002738,Group_A,53.04,9.0,1.0,12.5,East,Mobile
CUST_003885,Group_B,0.73,10.0,1.0,21.6,South,Desktop
CUST_004101,Group_B,22.6,10.0,0.0,8.9,West,Desktop
CUST_002565,Group_A,39.08,7.0,2.0,7.3,South,Mobile
CUST_004607,Group_B,17.86,5.0,1.0,10.9,West,Desktop
CUST_006390,Group_B,45.23,8.0,0.0,27.0,West,Mobile
CUST_006320,Group_B,147.56,10.0,0.0,1.0,East,Tablet
CUST_003008,Group_B,212.79,11.0,0.0,9.7,South,Desktop
CUST_008688,Group_C,229.82,10.0,1.0,24.1,East,Mobile
CUST_000145,Group_A,409.41,7.0,1.0,20.3,North,Mobile
CUST_008288,Group_C,96.88,10.0,1.0,23.4,North,Desktop
CUST_008584,Group_C,169.35,12.0,0.0,4.0,West,Mobile
CUST_006324,Group_B,44.48,9.0,0.0,7.6,South,Tablet
CUST_006283,Group_B,5.14,15.0,0.0,20.1,East,Tablet
CUST_000759,Group_A,6.26,8.0,1.0,21.7,South,Desktop
CUST_002677,Group_A,34.17,15.0,1.0,11.9,East,Tablet
CUST_002849,Group_A,55.36,12.0,0.0,13.8,North,Desktop
CUST_003044,Group_B,17.85,11.0,0.0,5.7,South,Mobile
CUST_006406,Group_B,20.35,13.0,1.0,14.1,South,Mobile
CUST_005562,Group_B,51.39,6.0,1.0,16.1,West,Mobile
CUST_009826,Group_C,17.59,6.0,1.0,6.2,East,Tablet
CUST_002767,Group_A,24.25,15.0,0.0,4.7,East,Mobile
CUST_008687,Group_C,54.66,8.0,0.0,11.6,East,Mobile
CUST_006513,Group_C,42.02,3.0,0.0,5.9,East,Desktop
CUST_001510,Group_A,6.63,7.0,0.0,15.5,East,Mobile
CUST_002819,Group_A,149.12,10.0,2.0,29.2,West,Desktop
CUST_000432,Group_A,49.43,5.0,1.0,17.1,East,Desktop
CUST_005647,Group_B,35.38,11.0,0.0,14.6,North,Tablet
CUST_000001,Group_A,7.21,12.0,1.0,21.6,East,Mobile
CUST_008643,Group_C,128.36,19.0,1.0,19.3,West,Mobile
CUST_000350,Group_A,55.85,10.0,0.0,18.8,East,Mobile
CUST_009449,Group_C,133.43,8.0,1.0,13.5,East,Tablet
CUST_006459,Group_B,14.48,13.0,0.0,3.7,East,Tablet
CUST_005937,Group_B,7.37,9.0,0.0,26.1,West,Desktop
CUST_002685,Group_A,254.2,12.0,1.0,17.1,West,Mobile
CUST_004202,Group_B,11.66,19.0,0.0,13.7,South,Tablet
CUST_001982,Group_A,31.58,7.0,0.0,6.9,West,Tablet
CUST_003996,Group_B,11.16,7.0,0.0,27.6,West,Desktop
CUST_001627,Group_A,32.9,7.0,0.0,16.6,South,Tablet
CUST_009004,Group_C,41.8,11.0,0.0,11.4,East,Tablet
CUST_008269,Group_C,5.36,8.0,3.0,24.2,East,Desktop
CUST_002109,Group_A,216.56,5.0,0.0,26.2,South,Tablet
CUST_006943,Group_C,280.58,4.0,0.0,0.5,East,Tablet
CUST_003395,Group_B,231.51,7.0,0.0,10.9,North,Tablet
CUST_004737,Group_B,13.13,10.0,0.0,21.2,South,Mobile
CUST_001598,Group_A,10.3,13.0,1.0,13.9,North,Mobile
CUST_004116,Group_B,35.55,9.0,0.0,19.4,North,Desktop
CUST_003998,Group_B,105.73,12.0,1.0,21.7,North,Desktop
CUST_002971,Group_A,262.25,9.0,0.0,19.0,West,Mobile
CUST_009708,Group_C,64.61,10.0,2.0,18.8,East,Tablet
CUST_001781,Group_A,106.03,11.0,2.0,23.2,East,Mobile
CUST_006346,Group_B,41.79,10.0,1.0,9.8,North,Desktop
CUST_008236,Group_C,15.98,8.0,1.0,22.8,East,Tablet
CUST_001361,Group_A,10.88,7.0,0.0,20.8,South,Tablet
CUST_005255,Group_B,8.98,17.0,0.0,5.3,South,Tablet
CUST_002997,Group_A,14.8,8.0,1.0,8.1,East,Desktop
CUST_007614,Group_C,54.01,7.0,0.0,22.4,North,Mobile
CUST_003571,Group_B,107.86,12.0,1.0,3.3,West,Mobile
CUST_004922,Group_B,50.59,16.0,1.0,7.4,South,Desktop
CUST_008064,Group_C,5.41,10.0,0.0,17.6,East,Mobile
CUST_006897,Group_C,117.65,9.0,0.0,21.0,West,Desktop
CUST_000783,Group_A,17.57,13.0,0.0,12.7,West,Tablet
CUST_009504,Group_C,5.67,6.0,0.0,5.5,North,Mobile
CUST_001157,Group_A,3.65,8.0,1.0,15.7,North,Mobile
CUST_006126,Group_B,2.4,11.0,2.0,16.3,East,Mobile
CUST_006399,Group_B,147.47,9.0,1.0,24.9,North,Mobile
CUST_000317,Group_A,45.1,9.0,1.0,32.2,East,Tablet
CUST_003528,Group_B,94.33,9.0,1.0,11.2,East,Desktop
CUST_008501,Group_C,25.44,4.0,0.0,30.1,South,Mobile
CUST_003843,Group_B,49.65,15.0,0.0,17.9,West,Mobile
CUST_007766,Group_C,44.46,10.0,0.0,15.6,East,Mobile
CUST_009405,Group_C,115.34,14.0,0.0,19.4,South,Desktop
CUST_005863,Group_B,235.21,10.0,0.0,10.2,West,Tablet
CUST_001714,Group_A,11.49,16.0,2.0,4.2,South,Desktop
CUST_003003,Group_B,91.77,9.0,1.0,25.9,South,Tablet
CUST_007182,Group_C,37.68,19.0,1.0,21.5,East,Tablet
CUST_009210,Group_C,71.04,13.0,0.0,3.9,East,Mobile
CUST_005621,Group_B,128.03,9.0,0.0,17.6,North,Mobile
CUST_002993,Group_A,47.09,13.0,0.0,20.8,South,Mobile
CUST_003693,Group_B,114.71,14.0,0.0,11.5,North,Tablet
CUST_005196,Group_B,82.04,9.0,1.0,0.0,South,Desktop
CUST_004763,Group_B,3.86,15.0,0.0,9.4,East,Tablet
CUST_004827,Group_B,4.45,4.0,0.0,6.4,North,Mobile
CUST_002824,Group_A,7.01,11.0,0.0,30.3,East,Mobile
CUST_001286,Group_A,99.87,10.0,0.0,23.4,West,Tablet
CUST_003724,Group_B,91.81,8.0,0.0,14.5,West,Tablet
CUST_000104,Group_A,79.95,7.0,1.0,13.0,West,Mobile
CUST_008756,Group_C,32.05,11.0,0.0,10.7,West,Mobile
CUST_003119,Group_B,145.0,9.0,0.0,18.6,North,Mobile
CUST_009451,Group_C,31.9,12.0,0.0,17.5,North,Mobile
CUST_007171,Group_C,36.74,11.0,2.0,17.1,South,Mobile
CUST_004419,Group_B,14.19,9.0,0.0,14.9,South,Tablet
CUST_000757,Group_A,14.14,16.0,0.0,22.1,East,Mobile
CUST_008517,Group_C,26.43,11.0,0.0,15.2,South,Mobile
CUST_007967,Group_C,4.38,5.0,2.0,31.8,North,Tablet
CUST_006370,Group_B,8.69,11.0,2.0,9.2,South,Tablet
CUST_009962,Group_C,13.19,7.0,0.0,10.4,East,Tablet
CUST_003854,Group_B,45.33,10.0,0.0,17.8,West,Mobile
CUST_001649,Group_A,50.8,13.0,1.0,15.0,South,Tablet
CUST_003845,Group_B,5.79,13.0,0.0,22.4,South,Tablet
CUST_006791,Group_C,44.48,17.0,1.0,10.4,West,Tablet
CUST_008958,Group_C,24.59,11.0,0.0,12.3,North,Mobile
CUST_002228,Group_A,36.44,7.0,0.0,18.7,South,Tablet
CUST_004077,Group_B,27.01,16.0,0.0,21.5,West,Desktop
CUST_003965,Group_B,21.6,9.0,0.0,14.8,West,Desktop
CUST_008727,Group_C,27.5,7.0,0.0,10.0,East,Mobile
CUST_001670,Group_A,195.39,10.0,1.0,23.7,West,Mobile
CUST_002341,Group_A,9.56,9.0,1.0,23.7,East,Mobile
CUST_000568,Group_A,27.48,9.0,1.0,13.0,East,Tablet
CUST_007456,Group_C,22.49,15.0,0.0,14.9,South,Desktop
CUST_008877,Group_C,11.76,14.0,0.0,17.2,East,Mobile
CUST_004096,Group_B,25.26,8.0,2.0,10.2,South,Tablet
CUST_006578,Group_C,18.35,17.0,0.0,7.2,West,Mobile
CUST_008917,Group_C,22.94,12.0,0.0,17.5,North,Tablet
CUST_003354,Group_B,317.37,7.0,1.0,15.0,West,Tablet
CUST_002515,Group_A,15.29,4.0,0.0,23.2,East,Desktop
CUST_002466,Group_A,34.81,6.0,1.0,13.2,North,Desktop
CUST_005144,Group_B,15.46,7.0,0.0,21.3,West,Mobile
CUST_002320,Group_A,62.56,5.0,0.0,14.7,East,Desktop
CUST_008807,Group_C,33.36,6.0,0.0,2.7,North,Mobile
CUST_003520,Group_B,35.26,8.0,0.0,13.4,North,Desktop
CUST_006984,Group_C,53.16,5.0,1.0,6.5,West,Mobile
CUST_003397,Group_B,6.85,14.0,0.0,17.1,South,Mobile
CUST_001200,Group_A,15.09,5.0,0.0,4.4,East,Mobile
CUST_009689,Group_C,26.7,9.0,0.0,23.3,North,Desktop
CUST_000765,Group_A,21.31,4.0,1.0,18.8,North,Mobile
CUST_004685,Group_B,102.23,8.0,0.0,8.1,South,Mobile
CUST_000037,Group_A,105.16,7.0,1.0,10.2,North,Tablet
CUST_008905,Group_C,9.64,7.0,0.0,15.3,South,Tablet
CUST_005472,Group_B,26.66,12.0,1.0,30.1,East,Mobile
CUST_006001,Group_B,136.01,8.0,2.0,14.2,West,Mobile
CUST_006757,Group_C,6.19,9.0,0.0,6.0,South,Desktop
CUST_003474,Group_B,1.73,8.0,0.0,8.4,West,Mobile
CUST_001251,Group_A,168.18,8.0,0.0,0.0,West,Mobile
CUST_005864,Group_B,30.85,12.0,2.0,26.8,West,Desktop
CUST_006479,Group_B,38.76,9.0,0.0,17.4,North,Mobile
CUST_006074,Group_B,98.75,16.0,1.0,18.4,West,Desktop
CUST_009654,Group_C,748.58,11.0,0.0,19.9,East,Desktop
CUST_004496,Group_B,15.31,12.0,0.0,23.3,West,Mobile
CUST_002948,Group_A,59.65,7.0,0.0,18.2,West,Tablet
CUST_005372,Group_B,1628.67,3.0,0.0,14.0,East,Desktop
CUST_001958,Group_A,27.96,4.0,2.0,21.0,West,Mobile
CUST_004804,Group_B,17.56,14.0,0.0,0.0,West,Mobile
CUST_005900,Group_B,37.01,7.0,0.0,18.3,East,Tablet
CUST_002110,Group_A,24.94,13.0,0.0,2.6,East,Desktop
CUST_007913,Group_C,8.55,12.0,2.0,17.5,West,Tablet
CUST_006988,Group_C,17.79,8.0,0.0,12.6,West,Tablet
CUST_007655,Group_C,61.66,11.0,0.0,15.6,East,Mobile
CUST_004162,Group_B,99.99,15.0,0.0,13.2,West,Mobile
CUST_002620,Group_A,63.69,12.0,0.0,9.6,South,Tablet
CUST_004268,Group_B,10.84,7.0,0.0,6.2,North,Mobile
CUST_003633,Group_B,80.44,17.0,2.0,16.4,South,Mobile
CUST_001844,Group_A,43.36,8.0,0.0,19.9,West,Tablet
CUST_000638,Group_A,4.56,11.0,1.0,9.2,North,Mobile
CUST_001072,Group_A,65.57,8.0,0.0,8.8,East,Tablet
CUST_003131,Group_B,49.43,10.0,0.0,7.3,West,Mobile
CUST_006081,Group_B,22.16,11.0,0.0,11.5,North,Desktop
CUST_001191,Group_A,11.75,9.0,0.0,15.0,North,Mobile
CUST_002616,Group_A,6.03,9.0,0.0,18.0,East,Tablet
CUST_001786,Group_A,4.46,15.0,3.0,15.0,West,Desktop
CUST_005611,Group_B,14.83,10.0,0.0,24.0,North,Mobile
CUST_002927,Group_A,25.46,10.0,0.0,15.1,West,Tablet
CUST_000150,Group_A,9.74,8.0,0.0,17.8,East,Tablet
CUST_006569,Group_C,51.13,16.0,0.0,18.3,West,Tablet
CUST_003906,Group_B,2.66,7.0,0.0,7.9,North,Mobile
CUST_002524,Group_A,2.02,7.0,0.0,13.0,South,Mobile
CUST_006941,Group_C,61.95,8.0,0.0,8.6,South,Mobile
CUST_006445,Group_B,30.04,8.0,0.0,8.5,North,Desktop
CUST_006356,Group_B,22.21,7.0,0.0,16.5,North,Tablet
CUST_008813,Group_C,19.49,6.0,1.0,4.6,East,Mobile
CUST_009455,Group_C,44.15,7.0,2.0,20.9,North,Mobile
CUST_005626,Group_B,71.22,6.0,0.0,10.8,North,Mobile
CUST_000802,Group_A,21.46,13.0,0.0,20.6,West,Mobile
CUST_005305,Group_B,63.08,12.0,0.0,19.3,South,Mobile
CUST_002338,Group_A,18.31,13.0,0.0,16.9,South,Mobile
CUST_001509,Group_A,27.56,12.0,1.0,13.4,North,Desktop
CUST_000743,Group_A,15.51,12.0,0.0,5.4,South,Tablet
CUST_006860,Group_C,35.69,12.0,0.0,16.7,North,Desktop
CUST_004000,Group_B,119.45,10.0,0.0,10.8,West,Mobile
CUST_003929,Group_B,124.81,9.0,2.0,22.3,North,Mobile
CUST_008015,Group_C,22.8,14.0,1.0,11.6,North,Mobile
CUST_009627,Group_C,44.51,10.0,2.0,12.2,East,Desktop
CUST_005501,Group_B,1458.84,5.0,0.0,22.5,East,Desktop
CUST_003778,Group_B,61.26,17.0,0.0,11.0,East,Tablet
CUST_002158,Group_A,296.32,2.0,1.0,6.2,West,Mobile
CUST_007811,Group_C,117.65,7.0,0.0,9.0,South,Mobile
CUST_006547,Group_C,32.29,11.0,0.0,25.3,North,Desktop
CUST_004170,Group_B,11.78,6.0,0.0,17.6,West,Mobile
CUST_000800,Group_A,61.38,14.0,0.0,20.1,North,Mobile
CUST_005118,Group_B,89.14,10.0,1.0,11.5,North,Mobile
CUST_009737,Group_C,32.54,12.0,0.0,12.7,South,Mobile
CUST_007686,Group_C,119.47,9.0,0.0,15.3,East,Desktop
CUST_007183,Group_C,105.1,6.0,1.0,3.7,East,Tablet
CUST_001211,Group_A,18.11,11.0,0.0,16.2,East,Tablet
CUST_006902,Group_C,221.84,12.0,0.0,29.9,East,Desktop
CUST_005258,Group_B,227.2,8.0,2.0,8.6,South,Tablet
CUST_001414,Group_A,30.57,10.0,1.0,21.4,East,Mobile
CUST_004608,Group_B,58.48,12.0,0.0,0.0,North,Tablet
CUST_002456,Group_A,180.16,6.0,1.0,14.9,East,Mobile
CUST_001189,Group_A,103.98,9.0,3.0,10.3,South,Tablet
CUST_005538,Group_B,2.58,13.0,1.0,29.3,West,Mobile
CUST_004707,Group_B,64.4,11.0,0.0,16.6,North,Tablet
CUST_000587,Group_A,6.18,7.0,0.0,19.1,West,Tablet
CUST_008271,Group_C,4.03,7.0,0.0,4.7,East,Tablet
CUST_001733,Group_A,10.25,11.0,1.0,13.0,West,Tablet
CUST_003437,Group_B,15.53,9.0,2.0,17.6,South,Tablet
CUST_008427,Group_C,98.24,12.0,0.0,9.2,East,Mobile
CUST_004619,Group_B,6.77,11.0,0.0,14.6,East,Tablet
CUST_002336,Group_A,12.91,6.0,0.0,25.1,West,Tablet
CUST_008883,Group_C,68.25,7.0,0.0,9.7,West,Tablet
CUST_008833,Group_C,11.46,10.0,0.0,22.6,West,Tablet
CUST_000024,Group_A,19.46,9.0,1.0,14.7,North,Tablet
CUST_007050,Group_C,44.84,12.0,0.0,18.1,North,Desktop
CUST_009299,Group_C,117.05,7.0,0.0,10.8,East,Tablet
CUST_007224,Group_C,12.26,6.0,0.0,30.9,North,Mobile
CUST_003648,Group_B,41.38,14.0,0.0,11.3,West,Mobile
CUST_000790,Group_A,16.15,10.0,1.0,3.5,North,Mobile
CUST_005141,Group_B,5.3,10.0,0.0,20.7,West,Desktop
CUST_003054,Group_B,112.9,15.0,0.0,11.6,North,Tablet
CUST_008981,Group_C,56.39,4.0,1.0,19.1,North,Tablet
CUST_004225,Group_B,79.5,3.0,0.0,18.9,West,Desktop
CUST_008168,Group_C,94.34,11.0,0.0,25.8,West,Desktop
CUST_005962,Group_B,29.81,7.0,0.0,28.4,South,Mobile
CUST_000467,Group_A,34.37,4.0,1.0,30.3,East,Mobile
CUST_008675,Group_C,9.17,13.0,0.0,15.2,South,Tablet
CUST_007746,Group_C,27.95,6.0,0.0,21.9,East,Mobile
CUST_006597,Group_C,47.58,7.0,0.0,14.0,West,Mobile
CUST_006303,Group_B,17.09,12.0,3.0,0.6,West,Desktop
CUST_005467,Group_B,26.52,7.0,1.0,12.7,West,Tablet
CUST_009079,Group_C,12.75,11.0,0.0,6.4,East,Mobile
CUST_000606,Group_A,79.77,11.0,0.0,28.4,North,Desktop
CUST_002274,Group_A,97.46,7.0,0.0,25.7,South,Mobile
CUST_009976,Group_C,11.55,13.0,1.0,21.9,South,Tablet
CUST_000994,Group_A,22.29,10.0,3.0,24.5,South,Tablet
CUST_003785,Group_B,9.83,11.0,1.0,11.6,East,Desktop
CUST_006130,Group_B,30.15,14.0,0.0,9.1,West,Mobile
CUST_008471,Group_C,28.2,12.0,1.0,3.6,East,Mobile
CUST_009424,Group_C,86.77,14.0,1.0,22.8,East,Desktop
CUST_006495,Group_B,1.09,11.0,0.0,6.5,East,Desktop
CUST_009221,Group_C,71.79,12.0,1.0,0.1,North,Desktop
CUST_003626,Group_B,36.79,7.0,1.0,8.3,North,Mobile
CUST_003132,Group_B,37.93,10.0,2.0,0.0,South,Desktop
CUST_009052,Group_C,11.79,4.0,0.0,15.0,East,Mobile
CUST_009515,Group_C,72.52,11.0,1.0,22.3,North,Desktop
CUST_002692,Group_A,4.64,10.0,1.0,9.4,East,Tablet
CUST_008343,Group_C,12.16,15.0,0.0,23.4,West,Mobile
CUST_009089,Group_C,4.8,10.0,0.0,8.5,East,Mobile
CUST_008160,Group_C,21.34,9.0,0.0,14.2,North,Desktop
CUST_007745,Group_C,127.59,4.0,1.0,24.2,West,Tablet
CUST_004599,Group_B,91.19,17.0,1.0,8.9,North,Desktop
CUST_005999,Group_B,47.4,8.0,0.0,30.2,West,Desktop
CUST_002151,Group_A,9.47,8.0,0.0,4.2,East,Mobile
CUST_001254,Group_A,17.68,10.0,0.0,28.7,West,Tablet
CUST_006189,Group_B,106.86,3.0,2.0,22.9,East,Desktop
CUST_006585,Group_C,72.85,22.0,0.0,0.7,East,Tablet
CUST_005096,Group_B,63.76,9.0,0.0,2.1,North,Mobile
CUST_001311,Group_A,7.41,13.0,0.0,2.5,East,Desktop
CUST_001609,Group_A,129.71,9.0,0.0,16.7,North,Tablet
CUST_001942,Group_A,8.01,7.0,1.0,5.7,East,Tablet
CUST_005364,Group_B,114.73,10.0,1.0,20.9,West,Desktop
CUST_005398,Group_B,768.51,10.0,0.0,14.9,East,Mobile
CUST_008378,Group_C,33.09,9.0,0.0,23.6,South,Desktop
CUST_008349,Group_C,20.11,17.0,2.0,10.2,North,Mobile
CUST_003066,Group_B,54.75,10.0,0.0,8.2,South,Tablet
CUST_002255,Group_A,69.18,7.0,1.0,11.1,East,Tablet
CUST_005310,Group_B,41.25,14.0,0.0,16.3,East,Mobile
CUST_004510,Group_B,137.44,8.0,0.0,5.0,South,Desktop
CUST_000268,Group_A,4.38,13.0,1.0,18.8,West,Desktop
CUST_006149,Group_B,18.86,9.0,0.0,13.4,North,Mobile
CUST_001951,Group_A,72.59,13.0,0.0,28.2,West,Mobile
CUST_004050,Group_B,28.67,8.0,2.0,0.5,East,Tablet
CUST_005861,Group_B,54.81,9.0,0.0,7.1,North,Tablet
CUST_001340,Group_A,27.91,7.0,0.0,19.7,North,Desktop
CUST_004292,Group_B,36.08,15.0,0.0,0.0,West,Desktop
CUST_005160,Group_B,35.88,9.0,0.0,17.0,North,Mobile
CUST_000739,Group_A,202.61,10.0,1.0,16.1,North,Tablet
CUST_005295,Group_B,1018.74,10.0,0.0,9.5,East,Desktop
CUST_000966,Group_A,8.49,7.0,0.0,4.9,West,Desktop
CUST_000253,Group_A,16.77,5.0,1.0,14.2,North,Mobile
CUST_005154,Group_B,4.32,12.0,0.0,20.8,South,Mobile
CUST_002589,Group_A,172.57,8.0,1.0,14.6,East,Mobile
CUST_000051,Group_A,27.47,9.0,0.0,33.6,South,Mobile
CUST_004776,Group_B,379.52,12.0,1.0,10.9,South,Mobile
CUST_005189,Group_B,59.25,5.0,2.0,8.4,South,Mobile
CUST_009601,Group_C,20.77,11.0,2.0,19.2,North,Desktop
CUST_000873,Group_A,21.78,13.0,1.0,13.2,North,Mobile
CUST_009672,Group_C,37.78,9.0,0.0,31.4,East,Tablet
CUST_007290,Group_C,9.2,12.0,0.0,24.2,West,Desktop
CUST_006436,Group_B,20.46,15.0,0.0,7.1,North,Tablet
CUST_002649,Group_A,22.29,17.0,0.0,7.9,West,Mobile
CUST_009838,Group_C,21.84,17.0,1.0,8.6,West,Desktop
CUST_001512,Group_A,21.86,12.0,1.0,19.0,East,Mobile
CUST_002545,Group_A,2.75,10.0,1.0,4.2,West,Tablet
CUST_000249,Group_A,108.66,11.0,1.0,8.0,West,Tablet
CUST_008415,Group_C,25.6,10.0,1.0,5.9,North,Tablet
CUST_004437,Group_B,233.32,10.0,0.0,16.7,South,Tablet
CUST_002010,Group_A,1022.1,10.0,0.0,14.5,West,Mobile
CUST_006949,Group_C,6.55,7.0,0.0,8.9,South,Desktop
CUST_000555,Group_A,47.19,9.0,0.0,23.7,West,Desktop
CUST_000972,Group_A,8.44,7.0,3.0,6.0,East,Tablet
CUST_005771,Group_B,37.45,14.0,0.0,11.2,East,Desktop
CUST_006129,Group_B,38.65,10.0,1.0,14.8,West,Desktop
CUST_002271,Group_A,9.53,7.0,0.0,27.9,South,Desktop
CUST_007285,Group_C,12.12,9.0,0.0,1.7,North,Desktop
CUST_006316,Group_B,25.56,10.0,0.0,24.5,West,Mobile
CUST_002488,Group_A,68.86,8.0,4.0,9.9,North,Tablet
CUST_009472,Group_C,54.26,1.0,1.0,11.7,South,Desktop
CUST_007634,Group_C,33.54,8.0,0.0,16.5,East,Mobile
CUST_000203,Group_A,52.4,11.0,0.0,24.5,North,Tablet
CUST_000448,Group_A,23.46,11.0,0.0,12.0,East,Mobile
CUST_005227,Group_B,192.48,10.0,2.0,13.2,North,Desktop
CUST_006673,Group_C,22.89,13.0,0.0,16.9,East,Desktop
CUST_008068,Group_C,11.11,12.0,0.0,11.5,South,Mobile
CUST_008467,Group_C,219.97,18.0,1.0,8.2,East,Mobile
CUST_001473,Group_A,81.48,10.0,0.0,18.0,East,Mobile
CUST_009041,Group_C,12.13,6.0,0.0,8.7,West,Mobile
CUST_009430,Group_C,44.84,11.0,0.0,10.4,North,Tablet
CUST_006299,Group_B,32.71,11.0,1.0,13.9,South,Desktop
CUST_004924,Group_B,16.92,11.0,0.0,1.5,West,Desktop
CUST_000462,Group_A,2.77,3.0,0.0,13.8,West,Desktop
CUST_008873,Group_C,18.46,9.0,2.0,11.7,West,Mobile
CUST_005754,Group_B,109.65,8.0,0.0,17.3,North,Desktop
CUST_003469,Group_B,136.77,5.0,0.0,31.8,East,Tablet
CUST_009278,Group_C,34.63,7.0,1.0,15.6,North,Mobile
CUST_009035,Group_C,57.42,9.0,1.0,18.6,West,Desktop
CUST_005400,Group_B,227.39,7.0,0.0,8.6,North,Desktop
CUST_001176,Group_A,81.54,7.0,2.0,0.9,East,Desktop
CUST_007200,Group_C,6.4,8.0,1.0,13.2,West,Mobile
CUST_000377,Group_A,43.88,8.0,0.0,6.3,West,Tablet
CUST_000411,Group_A,9.99,11.0,0.0,15.3,West,Mobile
CUST_004575,Group_B,70.74,8.0,1.0,10.0,North,Mobile
CUST_009992,Group_C,32.89,13.0,1.0,9.3,East,Desktop
CUST_006200,Group_B,130.88,14.0,0.0,32.3,West,Mobile
CUST_006562,Group_C,138.4,12.0,0.0,13.0,West,Tablet
CUST_003884,Group_B,24.23,10.0,0.0,16.9,North,Tablet
CUST_008095,Group_C,274.53,11.0,0.0,17.9,North,Mobile
CUST_007303,Group_C,28.37,11.0,1.0,16.1,East,Desktop
CUST_002201,Group_A,5.91,12.0,1.0,19.9,North,Tablet
CUST_003025,Group_B,113.26,7.0,1.0,13.5,North,Mobile
CUST_004095,Group_B,80.62,9.0,0.0,13.2,East,Tablet
CUST_008791,Group_C,34.86,8.0,0.0,16.3,East,Mobile
CUST_008841,Group_C,471.0,8.0,0.0,19.0,East,Mobile
CUST_000275,Group_A,38.16,7.0,2.0,14.1,South,Desktop
CUST_009640,Group_C,129.43,10.0,0.0,15.1,East,Tablet
CUST_008345,Group_C,15.81,13.0,0.0,6.4,South,Tablet
CUST_007014,Group_C,15.78,6.0,0.0,17.7,West,Tablet
CUST_009956,Group_C,104.49,10.0,0.0,15.8,West,Mobile
CUST_005849,Group_B,62.51,14.0,0.0,8.5,South,Desktop
CUST_006529,Group_C,9.86,9.0,0.0,19.0,South,Tablet
CUST_004769,Group_B,5.1,17.0,1.0,15.0,North,Mobile
CUST_009071,Group_C,122.31,10.0,1.0,24.0,West,Tablet
CUST_003350,Group_B,20.76,9.0,2.0,26.8,South,Tablet
CUST_006840,Group_C,49.52,9.0,1.0,6.5,North,Desktop
CUST_001596,Group_A,178.56,11.0,1.0,18.2,East,Tablet
CUST_004177,Group_B,31.31,5.0,0.0,21.9,East,Mobile
CUST_002575,Group_A,25.09,9.0,0.0,9.5,North,Mobile
CUST_007689,Group_C,61.71,14.0,2.0,8.4,East,Desktop
CUST_000468,Group_A,11.86,12.0,0.0,7.7,South,Mobile
CUST_005665,Group_B,62.59,9.0,1.0,10.1,East,Mobile
CUST_006441,Group_B,589.71,3.0,0.0,16.2,East,Mobile
CUST_005805,Group_B,92.74,6.0,1.0,26.5,East,Desktop
CUST_008426,Group_C,24.37,14.0,1.0,3.6,North,Desktop
CUST_002930,Group_A,41.5,9.0,0.0,22.2,East,Mobile
CUST_007287,Group_C,15.57,8.0,1.0,9.7,East,Mobile
CUST_000514,Group_A,293.33,8.0,0.0,0.4,West,Desktop
CUST_007509,Group_C,191.64,12.0,0.0,17.3,South,Mobile
CUST_007653,Group_C,24.66,9.0,0.0,10.4,North,Tablet
CUST_003583,Group_B,12.51,14.0,0.0,22.0,South,Desktop
CUST_009192,Group_C,20.25,13.0,1.0,21.1,East,Mobile
CUST_000922,Group_A,55.36,11.0,0.0,24.3,West,Desktop
CUST_008472,Group_C,30.12,11.0,0.0,21.8,East,Mobile
CUST_003083,Group_B,18.59,7.0,0.0,10.8,North,Desktop
CUST_008423,Group_C,41.8,9.0,0.0,10.6,West,Mobile
CUST_005156,Group_B,175.32,14.0,3.0,12.4,North,Mobile
CUST_005290,Group_B,17.63,13.0,0.0,16.0,West,Desktop
CUST_000475,Group_A,63.03,10.0,1.0,23.0,West,Mobile
CUST_004336,Group_B,112.3,13.0,1.0,15.3,East,Desktop
CUST_005083,Group_B,38.07,9.0,1.0,15.8,North,Mobile
CUST_000466,Group_A,143.11,16.0,1.0,18.4,South,Mobile
CUST_006379,Group_B,27.09,7.0,0.0,7.6,East,Tablet
CUST_004569,Group_B,17.96,15.0,0.0,20.0,North,Mobile
CUST_003685,Group_B,0.85,5.0,2.0,24.7,North,Mobile
CUST_005667,Group_B,63.21,8.0,1.0,16.5,East,Tablet
CUST_006046,Group_B,9.36,13.0,0.0,9.0,West,Desktop
