customer_id,group,revenue,revenue_pre,revenue_post,engagement_score,engagement_score_pre,engagement_score_post,support_tickets,support_tickets_pre,support_tickets_post,customer_churned,new_customer,region,device_type
CUST_005066,Treatment,18.75,15.64,18.75,50.24,42.11,50.24,2.41,3.0,2.41,0,0,West,Tablet
CUST_009131,Treatment,141.89,122.37,141.89,62.47,51.23,62.47,2.9,4.0,2.9,1,1,West,Desktop
CUST_009356,Treatment,18.88,15.76,18.88,58.63,48.53,58.63,0.77,1.0,0.77,0,0,West,Desktop
CUST_004413,Control,105.73,101.82,105.73,43.62,43.75,43.62,4.48,4.0,4.48,0,0,North,Desktop
CUST_007208,Treatment,3.27,2.88,3.27,49.41,40.69,49.41,1.47,2.0,1.47,0,0,North,Mobile
CUST_009891,Treatment,54.63,46.99,54.63,63.94,52.9,63.94,0.79,1.0,0.79,0,1,West,Desktop
CUST_000835,Control,25.5,24.76,25.5,46.92,47.08,46.92,7.51,7.0,7.51,0,0,South,Mobile
CUST_006822,Treatment,82.27,69.99,82.27,55.61,46.43,55.61,2.38,3.0,2.38,0,0,South,Mobile
CUST_003782,Control,10.25,9.32,10.25,51.65,52.29,51.65,1.1,1.0,1.1,0,1,North,Desktop
CUST_009013,Treatment,125.3,105.9,125.3,66.54,53.06,66.54,2.91,4.0,2.91,0,1,South,Desktop
CUST_007500,Treatment,45.68,40.42,45.68,74.27,61.5,74.27,2.22,3.0,2.22,0,1,South,Desktop
CUST_003425,Control,79.82,75.34,79.82,53.87,53.63,53.87,4.32,4.0,4.32,1,0,South,Desktop
CUST_000066,Control,2.21,2.12,2.21,45.72,46.19,45.72,1.08,1.0,1.08,0,1,West,Desktop
CUST_002964,Control,47.78,46.39,47.78,40.42,40.67,40.42,3.19,3.0,3.19,0,0,East,Desktop
CUST_005670,Treatment,9.65,8.43,9.65,60.18,49.84,60.18,0.73,1.0,0.73,0,0,North,Desktop
CUST_008963,Treatment,14.58,12.7,14.58,61.45,50.42,61.45,1.62,2.0,1.62,0,1,West,Desktop
CUST_000355,Control,139.16,131.83,139.16,50.54,51.23,50.54,2.24,2.0,2.24,0,0,South,Desktop
CUST_008172,Treatment,78.34,68.05,78.34,61.94,50.6,61.94,0.75,1.0,0.75,1,1,South,Mobile
CUST_004031,Control,43.42,41.08,43.42,53.25,54.28,53.25,2.24,2.0,2.24,0,1,South,Mobile
CUST_008535,Treatment,220.29,190.73,220.29,61.97,49.49,61.97,0.77,1.0,0.77,1,0,North,Desktop
CUST_003652,Control,19.39,18.03,19.39,49.67,49.71,49.67,2.14,2.0,2.14,1,0,South,Mobile
CUST_006740,Treatment,9.86,8.4,9.86,54.04,44.17,54.04,2.93,4.0,2.93,0,1,West,Desktop
CUST_003298,Control,7.76,7.46,7.76,48.12,48.47,48.12,0.0,0.0,0.0,0,0,South,Desktop
CUST_004128,Control,127.38,121.39,127.38,58.12,57.93,58.12,3.24,3.0,3.24,0,0,East,Mobile
CUST_008044,Treatment,51.22,42.7,51.22,63.46,51.55,63.46,6.1,8.0,6.1,0,0,South,Desktop
CUST_004768,Control,104.96,100.78,104.96,39.92,39.94,39.92,4.42,4.0,4.42,0,1,West,Mobile
CUST_000473,Control,16.11,15.27,16.11,54.18,53.62,54.18,2.23,2.0,2.23,0,0,West,Desktop
CUST_003762,Control,16.24,15.76,16.24,54.96,53.92,54.96,3.16,3.0,3.16,0,0,South,Desktop
CUST_008618,Treatment,19.78,17.01,19.78,55.81,47.17,55.81,1.48,2.0,1.48,0,0,West,Mobile
CUST_003567,Control,143.61,137.57,143.61,46.67,46.14,46.67,3.15,3.0,3.15,0,0,East,Mobile
CUST_002761,Control,67.22,62.67,67.22,38.45,38.43,38.45,2.14,2.0,2.14,0,0,West,Desktop
CUST_000869,Control,4.02,3.88,4.02,54.15,53.79,54.15,8.49,8.0,8.49,0,0,West,Mobile
CUST_009383,Treatment,14.79,12.32,14.79,58.56,47.76,58.56,3.01,4.0,3.01,0,0,East,Mobile
CUST_008689,Treatment,40.47,34.54,40.47,55.81,46.33,55.81,2.11,3.0,2.11,0,0,North,Mobile
CUST_004053,Control,28.28,26.18,28.28,52.29,51.61,52.29,2.15,2.0,2.15,0,0,North,Mobile
CUST_006131,Treatment,32.88,28.21,32.88,63.0,52.28,63.0,1.47,2.0,1.47,0,0,West,Desktop
CUST_003245,Control,26.99,25.05,26.99,56.82,57.11,56.82,4.37,4.0,4.37,0,0,West,Tablet
CUST_004843,Control,48.1,44.57,48.1,47.6,47.18,47.6,5.51,5.0,5.51,0,0,West,Desktop
CUST_009331,Treatment,3.47,2.92,3.47,55.13,46.09,55.13,1.57,2.0,1.57,0,1,West,Mobile
CUST_005641,Treatment,49.22,42.18,49.22,62.98,51.91,62.98,1.41,2.0,1.41,0,1,North,Mobile
CUST_005781,Treatment,56.67,49.09,56.67,64.42,52.47,64.42,2.14,3.0,2.14,1,1,West,Mobile
CUST_008541,Treatment,97.15,81.19,97.15,61.82,50.31,61.82,1.46,2.0,1.46,0,1,East,Desktop
CUST_001076,Control,35.35,33.36,35.35,51.54,50.87,51.54,2.16,2.0,2.16,1,1,North,Desktop
CUST_002958,Control,18.94,17.9,18.94,41.64,41.61,41.64,3.29,3.0,3.29,0,1,South,Desktop
CUST_006753,Treatment,19.47,16.66,19.47,52.58,42.96,52.58,2.28,3.0,2.28,0,1,West,Desktop
CUST_008658,Treatment,5.94,4.93,5.94,56.73,46.98,56.73,3.21,4.0,3.21,1,1,West,Desktop
CUST_007273,Treatment,23.23,19.97,23.23,59.76,49.57,59.76,2.83,4.0,2.83,0,0,East,Desktop
CUST_004760,Control,43.74,41.02,43.74,53.87,53.62,53.87,6.44,6.0,6.44,0,0,West,Desktop
CUST_004863,Control,21.02,19.35,21.02,43.19,42.34,43.19,5.53,5.0,5.53,0,0,West,Desktop
CUST_007026,Treatment,88.33,77.25,88.33,52.6,43.41,52.6,0.8,1.0,0.8,0,0,West,Mobile
CUST_007648,Treatment,34.91,30.23,34.91,63.02,51.57,63.02,2.9,4.0,2.9,0,0,South,Desktop
CUST_007162,Treatment,106.13,91.76,106.13,67.96,57.18,67.96,2.17,3.0,2.17,0,0,North,Tablet
CUST_000074,Control,2160.78,1992.26,2160.78,49.5,49.82,49.5,4.22,4.0,4.22,0,0,North,Tablet
CUST_004902,Control,39.52,38.37,39.52,44.68,44.8,44.68,3.25,3.0,3.25,0,0,North,Desktop
CUST_004376,Control,33.92,32.54,33.92,51.98,51.69,51.98,3.15,3.0,3.15,0,0,South,Desktop
CUST_006699,Treatment,8.12,6.95,8.12,63.81,52.53,63.81,0.76,1.0,0.76,0,0,East,Mobile
CUST_009806,Treatment,101.28,87.75,101.28,53.14,43.82,53.14,1.45,2.0,1.45,0,0,East,Mobile
CUST_001102,Control,314.05,302.28,314.05,48.62,49.06,48.62,3.26,3.0,3.26,0,1,North,Mobile
CUST_009538,Treatment,51.12,44.65,51.12,76.25,62.14,76.25,2.22,3.0,2.22,0,0,East,Desktop
CUST_007656,Treatment,25.17,21.63,25.17,60.18,47.39,60.18,3.66,5.0,3.66,0,0,North,Mobile
CUST_005236,Treatment,140.19,119.63,140.19,62.53,51.26,62.53,1.51,2.0,1.51,0,0,West,Desktop
CUST_005166,Treatment,52.04,44.17,52.04,56.86,46.6,56.86,1.57,2.0,1.57,0,0,North,Mobile
CUST_000119,Control,6.92,6.44,6.92,48.82,48.86,48.82,6.51,6.0,6.51,0,1,South,Desktop
CUST_002023,Control,30.37,29.02,30.37,49.08,49.69,49.08,5.25,5.0,5.25,0,0,North,Mobile
CUST_009886,Treatment,11.89,10.17,11.89,62.96,51.05,62.96,0.7,1.0,0.7,0,0,South,Desktop
CUST_002639,Control,11.19,10.6,11.19,49.21,50.16,49.21,4.33,4.0,4.33,0,0,South,Desktop
CUST_002035,Control,77.63,70.95,77.63,57.17,57.03,57.17,2.18,2.0,2.18,0,0,North,Mobile
CUST_002565,Control,19.81,18.3,19.81,51.66,52.36,51.66,4.41,4.0,4.41,0,0,West,Desktop
CUST_008666,Treatment,128.81,107.58,128.81,69.19,56.9,69.19,2.96,4.0,2.96,0,0,North,Desktop
CUST_003544,Control,72.24,66.43,72.24,46.15,46.58,46.15,3.32,3.0,3.32,0,0,East,Desktop
CUST_001220,Control,63.71,60.93,63.71,47.46,46.98,47.46,2.16,2.0,2.16,1,0,North,Desktop
CUST_009715,Treatment,29.02,24.78,29.02,54.85,44.64,54.85,2.3,3.0,2.3,0,0,West,Desktop
CUST_006712,Treatment,39.12,34.62,39.12,59.38,47.65,59.38,0.79,1.0,0.79,0,0,East,Mobile
CUST_002904,Control,87.01,84.47,87.01,55.16,55.07,55.16,4.35,4.0,4.35,0,0,East,Desktop
CUST_003027,Control,65.38,62.14,65.38,44.63,44.65,44.63,5.27,5.0,5.27,0,0,West,Desktop
CUST_002511,Control,26.1,25.31,26.1,49.87,50.06,49.87,1.08,1.0,1.08,0,0,West,Mobile
CUST_004202,Control,6.37,6.19,6.37,42.2,41.56,42.2,3.26,3.0,3.26,0,0,East,Mobile
CUST_003208,Control,120.33,111.15,120.33,50.4,49.41,50.4,5.36,5.0,5.36,1,0,East,Mobile
CUST_004490,Control,187.19,179.62,187.19,44.75,44.48,44.75,0.0,0.0,0.0,1,1,North,Mobile
CUST_002756,Control,11.22,10.75,11.22,45.82,46.75,45.82,2.18,2.0,2.18,0,0,West,Mobile
CUST_008890,Treatment,13.81,11.75,13.81,61.71,50.83,61.71,0.7,1.0,0.7,0,0,North,Desktop
CUST_000178,Control,84.3,80.08,84.3,50.93,50.95,50.93,3.17,3.0,3.17,0,0,North,Desktop
CUST_001644,Control,8.89,8.13,8.89,52.47,53.03,52.47,3.28,3.0,3.28,1,0,South,Desktop
CUST_009293,Treatment,36.42,31.12,36.42,51.73,41.37,51.73,2.27,3.0,2.27,0,0,North,Mobile
CUST_003519,Control,44.67,42.27,44.67,46.22,46.43,46.22,2.17,2.0,2.17,1,0,West,Desktop
CUST_001375,Control,58.4,54.13,58.4,55.88,55.61,55.88,4.29,4.0,4.29,1,1,North,Mobile
CUST_001721,Control,20.92,19.86,20.92,44.12,44.08,44.12,1.1,1.0,1.1,0,1,East,Tablet
CUST_003996,Control,38.23,37.12,38.23,53.17,53.91,53.17,2.15,2.0,2.15,0,0,West,Mobile
CUST_003689,Control,94.96,91.64,94.96,47.58,47.91,47.58,1.12,1.0,1.12,0,0,South,Mobile
CUST_002265,Control,30.78,29.04,30.78,55.41,54.78,55.41,6.56,6.0,6.56,0,0,North,Mobile
CUST_000088,Control,15.64,14.73,15.64,48.67,47.91,48.67,2.16,2.0,2.16,0,0,West,Mobile
CUST_002849,Control,8.17,7.63,8.17,47.16,46.52,47.16,0.0,0.0,0.0,1,0,West,Desktop
CUST_008688,Treatment,12.61,10.64,12.61,66.23,54.12,66.23,1.44,2.0,1.44,0,0,East,Desktop
CUST_000404,Control,22.19,20.72,22.19,52.33,53.05,52.33,2.2,2.0,2.2,0,0,South,Tablet
CUST_009901,Treatment,30.91,26.93,30.91,57.32,46.38,57.32,3.63,5.0,3.63,0,1,West,Mobile
CUST_004078,Control,8.72,8.09,8.72,52.02,52.21,52.02,2.12,2.0,2.12,0,0,North,Mobile
CUST_006836,Treatment,40.93,34.36,40.93,62.33,50.25,62.33,1.58,2.0,1.58,0,0,East,Mobile
CUST_006538,Treatment,80.52,68.51,80.52,55.45,44.48,55.45,1.6,2.0,1.6,0,0,East,Desktop
CUST_002457,Control,21.99,21.06,21.99,46.95,47.29,46.95,1.08,1.0,1.08,0,0,West,Mobile
CUST_002752,Control,20.78,18.95,20.78,53.06,52.71,53.06,8.55,8.0,8.55,0,0,East,Mobile
CUST_002215,Control,95.46,86.91,95.46,49.19,49.34,49.19,0.0,0.0,0.0,0,0,East,Desktop
CUST_001028,Control,37.96,36.17,37.96,50.22,50.74,50.22,4.2,4.0,4.2,0,0,West,Desktop
CUST_009704,Treatment,7.18,6.12,7.18,55.05,44.3,55.05,1.47,2.0,1.47,0,0,South,Desktop
CUST_001422,Control,735.01,703.95,735.01,52.45,51.69,52.45,4.37,4.0,4.37,0,0,East,Desktop
CUST_002437,Control,3.04,2.96,3.04,42.72,42.97,42.72,4.27,4.0,4.27,0,0,East,Desktop
CUST_004278,Control,51.29,48.23,51.29,50.52,50.01,50.52,1.06,1.0,1.06,0,0,East,Mobile
CUST_009610,Treatment,131.17,110.34,131.17,62.31,49.94,62.31,0.72,1.0,0.72,0,0,East,Desktop
CUST_001279,Control,20.59,19.26,20.59,42.43,42.69,42.43,4.35,4.0,4.35,0,0,South,Desktop
CUST_006221,Treatment,136.7,114.57,136.7,70.7,57.79,70.7,2.1,3.0,2.1,0,0,North,Desktop
CUST_004908,Control,11.02,10.51,11.02,45.11,44.76,45.11,5.41,5.0,5.41,1,0,West,Mobile
CUST_005065,Treatment,31.44,26.4,31.44,54.53,45.22,54.53,0.77,1.0,0.77,0,0,North,Desktop
CUST_001979,Control,34.05,31.95,34.05,49.29,49.45,49.29,1.1,1.0,1.1,0,0,East,Desktop
CUST_001062,Control,30.15,29.21,30.15,54.32,54.89,54.32,7.6,7.0,7.6,0,0,West,Desktop
CUST_005015,Treatment,43.69,38.66,43.69,66.69,54.57,66.69,3.51,5.0,3.51,0,1,North,Desktop
CUST_004536,Control,130.29,120.71,130.29,49.39,48.83,49.39,2.13,2.0,2.13,1,0,West,Desktop
CUST_006994,Treatment,54.61,47.84,54.61,67.78,56.55,67.78,3.21,4.0,3.21,0,0,South,Desktop
CUST_009254,Treatment,42.5,36.6,42.5,66.6,54.88,66.6,3.79,5.0,3.79,0,0,South,Desktop
CUST_001503,Control,38.77,36.95,38.77,47.89,48.23,47.89,2.2,2.0,2.2,1,0,West,Desktop
CUST_008569,Treatment,78.3,68.31,78.3,59.37,49.14,59.37,0.73,1.0,0.73,0,0,North,Desktop
CUST_009315,Treatment,24.06,20.81,24.06,60.91,51.18,60.91,2.25,3.0,2.25,0,1,West,Desktop
CUST_008837,Treatment,15.55,13.3,15.55,71.39,57.65,71.39,2.26,3.0,2.26,0,0,East,Desktop
CUST_008921,Treatment,64.25,55.36,64.25,68.25,54.75,68.25,2.3,3.0,2.3,0,0,West,Mobile
CUST_004919,Control,15.37,14.42,15.37,47.79,47.74,47.79,1.08,1.0,1.08,0,0,East,Desktop
CUST_000679,Control,52.63,49.45,52.63,51.29,51.96,51.29,3.19,3.0,3.19,0,0,North,Desktop
CUST_005077,Treatment,6.21,5.31,6.21,60.4,50.11,60.4,5.89,8.0,5.89,0,0,South,Mobile
CUST_008065,Treatment,83.33,69.61,83.33,54.41,44.14,54.41,4.36,6.0,4.36,0,0,East,Mobile
CUST_007569,Treatment,95.02,78.81,95.02,75.16,59.18,75.16,2.12,3.0,2.12,0,1,East,Desktop
CUST_000103,Control,25.89,25.14,25.89,43.79,44.4,43.79,3.19,3.0,3.19,0,0,North,Desktop
CUST_000958,Control,9.24,8.58,9.24,43.63,42.97,43.63,5.36,5.0,5.36,1,1,West,Mobile
CUST_008557,Treatment,15.25,12.95,15.25,62.92,50.59,62.92,3.07,4.0,3.07,0,1,West,Desktop
CUST_003786,Control,25.66,24.58,25.66,56.84,56.76,56.84,2.22,2.0,2.22,0,0,East,Desktop
CUST_009631,Treatment,218.34,182.46,218.34,56.7,47.27,56.7,2.85,4.0,2.85,0,0,South,Mobile
CUST_007174,Treatment,25.25,21.73,25.25,65.16,52.64,65.16,0.7,1.0,0.7,1,0,East,Desktop
CUST_004044,Control,46.49,43.69,46.49,52.02,52.07,52.02,1.05,1.0,1.05,0,0,North,Desktop
CUST_002649,Control,37.26,36.12,37.26,46.29,46.49,46.29,1.09,1.0,1.09,1,0,East,Desktop
CUST_006001,Treatment,22.68,19.6,22.68,48.02,39.47,48.02,1.45,2.0,1.45,0,0,West,Tablet
CUST_007928,Treatment,17.66,15.12,17.66,66.17,53.47,66.17,0.74,1.0,0.74,0,0,East,Mobile
CUST_002827,Control,51.71,49.22,51.71,46.43,46.79,46.43,3.27,3.0,3.27,0,0,East,Mobile
CUST_004095,Control,18.79,17.61,18.79,47.5,47.22,47.5,3.29,3.0,3.29,1,0,West,Desktop
CUST_007775,Treatment,65.98,56.7,65.98,67.17,53.04,67.17,2.95,4.0,2.95,0,1,South,Mobile
CUST_009259,Treatment,24.5,20.7,24.5,63.07,51.75,63.07,3.91,5.0,3.91,0,1,North,Desktop
CUST_008114,Treatment,6.91,5.9,6.91,68.27,54.7,68.27,0.73,1.0,0.73,0,0,East,Mobile
CUST_004773,Control,50.34,48.48,50.34,44.09,43.47,44.09,1.08,1.0,1.08,0,0,West,Desktop
CUST_001948,Control,39.76,38.25,39.76,48.83,48.43,48.83,2.15,2.0,2.15,0,0,South,Mobile
CUST_006110,Treatment,59.88,49.9,59.88,61.94,51.41,61.94,0.73,1.0,0.73,0,0,North,Tablet
CUST_002300,Control,41.04,38.62,41.04,50.42,50.11,50.42,1.11,1.0,1.11,0,0,West,Desktop
CUST_007845,Treatment,27.37,23.35,27.37,64.14,52.99,64.14,3.89,5.0,3.89,0,0,North,Mobile
CUST_004383,Control,36.38,34.43,36.38,56.6,56.78,56.6,0.0,0.0,0.0,0,0,West,Mobile
CUST_005426,Treatment,140.89,121.89,140.89,63.05,53.41,63.05,0.0,0.0,0.0,0,0,North,Desktop
CUST_006772,Treatment,55.67,47.97,55.67,69.16,55.22,69.16,0.0,0.0,0.0,0,0,North,Desktop
CUST_008579,Treatment,52.78,45.58,52.78,57.39,48.36,57.39,2.21,3.0,2.21,0,0,West,Desktop
CUST_004292,Control,481.14,450.93,481.14,50.85,50.53,50.85,5.29,5.0,5.29,1,0,North,Mobile
CUST_000529,Control,132.09,125.48,132.09,54.76,53.71,54.76,6.3,6.0,6.3,1,0,East,Mobile
CUST_001234,Control,50.64,47.2,50.64,48.41,48.54,48.41,1.07,1.0,1.07,0,0,South,Desktop
CUST_000780,Control,13.29,12.68,13.29,47.88,47.71,47.88,3.36,3.0,3.36,0,0,North,Mobile
CUST_005860,Treatment,132.53,111.88,132.53,62.5,52.2,62.5,3.76,5.0,3.76,1,0,North,Mobile
CUST_003060,Control,24.99,23.32,24.99,50.65,49.97,50.65,3.18,3.0,3.18,0,0,West,Mobile
CUST_008588,Treatment,46.86,40.13,46.86,58.41,47.7,58.41,0.0,0.0,0.0,0,0,West,Desktop
CUST_001861,Control,239.84,230.2,239.84,55.34,54.28,55.34,0.0,0.0,0.0,0,0,West,Desktop
CUST_008439,Treatment,99.25,84.66,99.25,65.02,51.56,65.02,1.49,2.0,1.49,1,0,North,Desktop
CUST_007404,Treatment,17.89,15.18,17.89,58.99,49.91,58.99,0.0,0.0,0.0,0,0,South,Desktop
CUST_004640,Control,17.66,16.85,17.66,47.07,47.01,47.07,3.21,3.0,3.21,1,0,North,Desktop
CUST_004251,Control,29.17,27.14,29.17,51.54,51.11,51.54,2.15,2.0,2.15,1,0,West,Mobile
CUST_001993,Control,26.65,25.39,26.65,50.85,50.98,50.85,4.25,4.0,4.25,0,0,North,Mobile
CUST_007380,Treatment,281.86,238.71,281.86,55.84,45.49,55.84,2.1,3.0,2.1,0,1,East,Mobile
CUST_007306,Treatment,54.9,46.09,54.9,62.94,52.82,62.94,1.47,2.0,1.47,0,0,North,Desktop
CUST_005304,Treatment,9.21,7.83,9.21,51.53,41.11,51.53,2.27,3.0,2.27,0,0,West,Mobile
CUST_008193,Treatment,44.97,39.07,44.97,54.47,44.52,54.47,0.7,1.0,0.7,0,0,South,Mobile
CUST_007448,Treatment,48.07,41.43,48.07,67.01,53.56,67.01,1.55,2.0,1.55,0,1,East,Desktop
CUST_002472,Control,53.38,51.49,53.38,50.04,49.88,50.04,5.35,5.0,5.35,0,0,East,Tablet
CUST_007198,Treatment,44.63,38.47,44.63,56.23,46.67,56.23,2.85,4.0,2.85,0,0,East,Desktop
CUST_005313,Treatment,2.42,2.1,2.42,63.76,52.65,63.76,3.77,5.0,3.77,0,0,East,Desktop
CUST_009036,Treatment,20.43,17.16,20.43,73.86,61.48,73.86,1.61,2.0,1.61,1,0,East,Mobile
CUST_001397,Control,21.46,19.61,21.46,54.18,54.31,54.18,2.13,2.0,2.13,0,1,South,Desktop
CUST_004003,Control,43.37,40.94,43.37,50.8,50.21,50.8,5.56,5.0,5.56,0,1,West,Desktop
CUST_005372,Treatment,7.35,6.3,7.35,49.41,39.56,49.41,1.52,2.0,1.52,0,0,South,Desktop
CUST_003236,Control,21.54,20.14,21.54,50.12,49.3,50.12,4.3,4.0,4.3,1,0,East,Desktop
CUST_001043,Control,165.17,160.36,165.17,49.13,49.73,49.13,3.15,3.0,3.15,0,0,East,Desktop
CUST_003299,Control,15.79,14.53,15.79,39.37,39.41,39.37,6.64,6.0,6.64,0,0,East,Mobile
CUST_007257,Treatment,7.52,6.41,7.52,64.24,51.45,64.24,2.95,4.0,2.95,0,0,North,Mobile
CUST_000258,Control,117.74,107.04,117.74,48.94,49.21,48.94,1.05,1.0,1.05,1,0,South,Desktop
CUST_007287,Treatment,47.58,40.44,47.58,71.49,59.24,71.49,3.0,4.0,3.0,0,1,South,Mobile
CUST_008617,Treatment,19.84,16.89,19.84,63.52,51.25,63.52,1.57,2.0,1.57,0,0,East,Tablet
CUST_007817,Treatment,25.17,21.4,25.17,60.94,50.03,60.94,0.74,1.0,0.74,0,0,North,Mobile
CUST_005844,Treatment,13.78,11.31,13.78,56.69,47.99,56.69,1.41,2.0,1.41,0,0,North,Mobile
CUST_002090,Control,17.8,16.41,17.8,44.53,44.67,44.53,7.66,7.0,7.66,0,0,West,Desktop
CUST_007703,Treatment,205.14,173.33,205.14,56.62,46.03,56.62,2.92,4.0,2.92,0,0,South,Mobile
CUST_000504,Control,12.93,11.89,12.93,48.85,48.97,48.85,1.08,1.0,1.08,0,1,East,Mobile
CUST_005266,Treatment,40.0,34.74,40.0,49.06,39.66,49.06,2.93,4.0,2.93,0,0,South,Mobile
CUST_008815,Treatment,6.26,5.32,6.26,59.15,47.62,59.15,2.22,3.0,2.22,0,0,South,Mobile
CUST_001346,Control,15.02,14.28,15.02,49.45,49.88,49.45,5.52,5.0,5.52,0,0,South,Desktop
CUST_008456,Treatment,84.07,71.73,84.07,61.43,50.3,61.43,2.37,3.0,2.37,0,1,South,Mobile
CUST_005047,Treatment,25.08,21.95,25.08,61.58,50.76,61.58,2.2,3.0,2.2,0,1,North,Desktop
CUST_002249,Control,4.52,4.25,4.52,52.44,52.29,52.44,1.06,1.0,1.06,1,0,East,Desktop
CUST_004982,Control,59.96,56.05,59.96,59.37,60.07,59.37,5.51,5.0,5.51,0,0,North,Desktop
CUST_000373,Control,8.57,8.19,8.57,57.23,56.72,57.23,7.63,7.0,7.63,0,1,North,Desktop
CUST_008455,Treatment,156.74,138.71,156.74,66.13,54.65,66.13,3.24,4.0,3.24,0,1,East,Mobile
CUST_003371,Control,22.79,21.55,22.79,50.09,49.95,50.09,2.17,2.0,2.17,1,1,West,Desktop
CUST_002007,Control,85.9,82.59,85.9,52.23,52.79,52.23,3.25,3.0,3.25,1,0,West,Tablet
CUST_003657,Control,83.6,79.46,83.6,47.46,48.0,47.46,4.25,4.0,4.25,1,0,West,Mobile
CUST_008328,Treatment,38.46,32.79,38.46,67.32,54.37,67.32,2.19,3.0,2.19,0,0,South,Desktop
CUST_007522,Treatment,16.73,14.37,16.73,62.77,51.1,62.77,2.83,4.0,2.83,1,0,East,Desktop
CUST_004002,Control,6.4,5.94,6.4,51.36,50.96,51.36,2.24,2.0,2.24,0,0,West,Desktop
CUST_006073,Treatment,19.82,17.28,19.82,62.34,51.64,62.34,1.45,2.0,1.45,0,0,East,Mobile
CUST_008737,Treatment,23.69,20.43,23.69,60.93,49.71,60.93,0.0,0.0,0.0,0,1,West,Desktop
CUST_000998,Control,49.51,48.07,49.51,50.71,51.07,50.71,1.08,1.0,1.08,0,0,West,Mobile
CUST_008180,Treatment,69.43,59.6,69.43,57.06,46.22,57.06,5.78,8.0,5.78,0,0,West,Desktop
CUST_003291,Control,140.43,130.14,140.43,45.8,45.1,45.8,1.08,1.0,1.08,0,0,West,Desktop
CUST_001177,Control,15.88,15.42,15.88,46.74,47.7,46.74,2.15,2.0,2.15,0,0,West,Mobile
CUST_000552,Control,65.08,61.33,65.08,41.08,41.51,41.08,6.52,6.0,6.52,0,0,South,Mobile
CUST_000745,Control,8.93,8.4,8.93,48.93,49.12,48.93,6.53,6.0,6.53,0,0,West,Mobile
CUST_007224,Treatment,14.95,12.91,14.95,67.53,54.69,67.53,1.6,2.0,1.6,0,0,East,Desktop
CUST_004555,Control,56.36,52.6,56.36,49.8,49.82,49.8,4.37,4.0,4.37,0,1,North,Tablet
CUST_002860,Control,40.95,38.77,40.95,49.96,49.64,49.96,6.45,6.0,6.45,0,0,South,Tablet
CUST_008821,Treatment,173.13,147.29,173.13,60.02,49.19,60.02,2.8,4.0,2.8,0,0,East,Desktop
CUST_003460,Control,76.08,73.21,76.08,44.9,44.99,44.9,3.28,3.0,3.28,0,0,East,Mobile
CUST_002725,Control,72.29,67.96,72.29,49.44,49.6,49.44,2.2,2.0,2.2,0,1,North,Mobile
CUST_006848,Treatment,60.48,51.54,60.48,63.89,51.32,63.89,0.72,1.0,0.72,0,0,North,Mobile
CUST_007616,Treatment,51.41,43.35,51.41,75.77,62.92,75.77,2.1,3.0,2.1,0,0,North,Mobile
CUST_007548,Treatment,43.13,36.15,43.13,66.62,54.56,66.62,2.22,3.0,2.22,0,0,East,Desktop
CUST_009175,Treatment,38.24,32.33,38.24,60.66,48.98,60.66,0.76,1.0,0.76,0,0,North,Desktop
CUST_006394,Treatment,8.35,7.22,8.35,51.97,42.38,51.97,1.44,2.0,1.44,0,0,West,Desktop
CUST_005359,Treatment,55.2,47.04,55.2,67.87,55.55,67.87,1.48,2.0,1.48,0,0,West,Desktop
CUST_009489,Treatment,379.96,333.91,379.96,42.64,35.39,42.64,2.89,4.0,2.89,0,0,West,Desktop
CUST_002969,Control,7.18,6.53,7.18,50.47,50.81,50.47,1.12,1.0,1.12,0,0,East,Desktop
CUST_000694,Control,41.34,39.01,41.34,51.89,52.31,51.89,4.34,4.0,4.34,0,0,North,Desktop
CUST_002534,Control,197.35,189.33,197.35,50.98,51.34,50.98,6.6,6.0,6.6,1,0,West,Mobile
CUST_006400,Treatment,88.15,75.96,88.15,57.19,47.89,57.19,5.23,7.0,5.23,0,0,North,Desktop
CUST_000983,Control,2.53,2.41,2.53,48.4,48.44,48.4,3.18,3.0,3.18,0,0,South,Desktop
CUST_005365,Treatment,63.33,56.04,63.33,48.97,40.6,48.97,3.07,4.0,3.07,0,0,South,Tablet
CUST_000080,Control,112.33,105.67,112.33,48.38,49.29,48.38,2.15,2.0,2.15,0,0,West,Desktop
CUST_004054,Control,238.71,226.34,238.71,51.55,51.28,51.55,2.11,2.0,2.11,0,0,West,Tablet
CUST_006259,Treatment,6.1,5.25,6.1,59.14,47.56,59.14,2.24,3.0,2.24,1,1,South,Mobile
CUST_009577,Treatment,141.34,121.92,141.34,57.33,47.5,57.33,0.79,1.0,0.79,0,0,West,Desktop
CUST_009026,Treatment,102.69,86.75,102.69,61.91,50.74,61.91,1.43,2.0,1.43,0,0,West,Mobile
CUST_003108,Control,5.86,5.58,5.86,47.91,47.88,47.91,2.11,2.0,2.11,0,0,West,Desktop
CUST_003602,Control,16.09,14.81,16.09,45.68,45.73,45.68,3.24,3.0,3.24,0,0,East,Desktop
CUST_006074,Treatment,154.66,134.41,154.66,61.68,48.96,61.68,1.57,2.0,1.57,1,0,East,Desktop
CUST_008127,Treatment,13.14,11.19,13.14,67.9,54.73,67.9,0.7,1.0,0.7,0,0,West,Desktop
