customer_id,revenue,clicks,conversions,session_duration,page_views,bounce_rate,time_on_site,region,device_type
CUST_001351,8.13,12.0,0.0,0.0,17.55733286435374,0.436,,South,Mobile
CUST_001352,3.81,28.0,0.0,4.1,14.485381849906544,0.584,271.0,East,Desktop
CUST_001353,63.42,8.0,0.0,20.8,18.342296404184573,,1181.0,North,Mobile
CUST_001354,82.35,18.0,1.0,,8.5369156982908,0.5,684.0,South,Desktop
CUST_001355,16.58,13.0,0.0,19.9,10.464180681841489,0.647,947.0,North,Mobile
CUST_001356,1.48,19.0,2.0,21.4,17.654760343269995,0.172,1602.0,South,Desktop
CUST_001357,17.19,23.0,2.0,24.5,21.98644546072393,,1804.0,South,Desktop
CUST_001358,52.99,21.0,2.0,5.9,35.41228567271193,0.548,301.0,North,Desktop
CUST_001359,5.61,32.0,0.0,29.0,21.328623067760777,0.284,,North,Mobile
CUST_001360,41.27,34.0,4.0,17.7,8.347064056380654,0.222,1471.0,East,Desktop
CUST_001361,32.51,17.0,2.0,18.5,10.947260613574118,0.351,1238.0,South,Mobile
CUST_001362,66.36,25.0,0.0,0.4,6.082684362589525,0.314,60.0,North,Desktop
CUST_001363,38.23,19.0,0.0,20.0,5.552214677571204,0.093,1381.0,North,Desktop
CUST_001364,10.3,35.0,,8.3,15.954309254391063,0.558,241.0,West,Desktop
CUST_001365,139.2,14.0,0.0,16.0,28.768881489309493,0.059,,West,Desktop
CUST_001366,27.38,32.0,3.0,29.8,10.851441871539787,0.525,1635.0,North,Tablet
CUST_001367,32.05,36.0,4.0,18.1,5.726403317246324,0.584,1467.0,East,Mobile
CUST_001368,10.81,19.0,1.0,16.7,2.867806910830653,0.396,1013.0,East,Desktop
CUST_001369,19.45,21.0,1.0,18.3,10.50227590876914,0.032,1034.0,East,Desktop
CUST_001370,11.45,28.0,1.0,9.0,13.665054618975217,0.266,21.0,South,Desktop
CUST_001371,26.91,37.0,1.0,2.6,21.287034158963607,0.391,,South,Mobile
CUST_001372,258.28,23.0,1.0,19.9,18.969659638512542,0.345,1308.0,North,Desktop
CUST_001373,6.38,13.0,2.0,15.9,16.05270361672818,0.638,606.0,North,Desktop
CUST_001374,4.78,10.0,2.0,25.4,9.021849667660549,0.087,580.0,West,Mobile
CUST_001375,193.52,16.0,0.0,7.7,38.654228839402265,0.57,955.0,East,Desktop
CUST_001376,25.76,21.0,0.0,4.7,12.704118802038549,0.436,669.0,North,Desktop
CUST_001377,14.84,13.0,0.0,20.7,6.1670357055095995,0.095,1071.0,South,Desktop
CUST_001378,115.34,19.0,1.0,9.7,10.216481519329264,0.179,406.0,East,Desktop
CUST_001379,16.01,,0.0,2.6,11.35750773845432,0.531,129.0,South,Mobile
CUST_001380,296.25,11.0,0.0,10.3,17.34825030811802,0.629,327.0,West,Desktop
CUST_001381,74.7,,2.0,6.7,10.359652561274308,0.16,0.0,East,Tablet
CUST_001382,18.44,22.0,2.0,2.7,12.694634393785908,0.166,0.0,East,Mobile
CUST_001383,440.88,,1.0,18.4,5.246365538559897,0.416,1670.0,West,Tablet
CUST_001384,16.01,23.0,1.0,19.6,10.121527213348497,0.588,1172.0,North,Tablet
CUST_001385,80.68,19.0,0.0,12.5,9.799849036456436,0.385,315.0,South,Mobile
CUST_001386,47.43,18.0,,29.8,38.74734191214363,0.461,1726.0,North,Mobile
CUST_001387,157.92,24.0,2.0,13.0,9.968734244001874,0.059,837.0,West,Mobile
CUST_001388,215.68,22.0,1.0,20.1,11.640272589949642,0.375,1138.0,North,Tablet
CUST_001389,34.41,21.0,2.0,2.7,4.209193994609315,0.145,436.0,South,Desktop
CUST_001390,13.41,20.0,0.0,5.8,30.260076663285417,0.222,92.0,West,Mobile
CUST_001391,57.51,25.0,2.0,23.6,2.836201870155396,0.682,,North,Mobile
CUST_001392,14.68,29.0,1.0,24.5,3.4356267336070303,0.303,1846.0,North,Mobile
CUST_001393,370.95,22.0,2.0,13.3,27.152896054670325,0.375,607.0,West,Desktop
CUST_001394,39.01,23.0,1.0,19.9,9.606510241959501,0.237,1125.0,East,Desktop
CUST_001395,21.36,24.0,1.0,17.5,20.440375275110327,0.39,1228.0,North,Mobile
CUST_001396,41.33,15.0,0.0,19.4,9.510740145771033,0.293,772.0,West,Mobile
CUST_001397,6.58,36.0,2.0,6.9,7.046654392591921,0.536,362.0,South,Mobile
CUST_001398,10.32,17.0,,35.6,9.572824818812608,0.297,2272.0,East,Mobile
CUST_001399,139.84,15.0,0.0,41.1,2.03465881839696,0.249,2301.0,North,Desktop
CUST_001400,15.06,,0.0,10.1,11.169133770612664,0.737,631.0,East,Desktop
CUST_001401,9.43,13.0,0.0,14.0,17.291445568071406,0.191,1069.0,North,Mobile
CUST_001402,63.05,18.0,2.0,21.3,8.968373136334934,0.787,1129.0,East,Mobile
CUST_001403,137.39,13.0,0.0,22.6,9.369750681171361,0.321,1846.0,West,Desktop
CUST_001404,78.47,45.0,3.0,11.0,2.932664553683411,0.668,561.0,West,Mobile
CUST_001405,109.43,27.0,3.0,20.8,19.377195239474894,0.096,1681.0,East,Mobile
CUST_001406,13.35,10.0,0.0,13.7,,0.22,612.0,South,Desktop
CUST_001407,83.92,21.0,0.0,5.8,3.9394640768964804,0.247,182.0,North,Mobile
CUST_001408,200.66,39.0,3.0,12.5,17.26994883533126,0.372,117.0,West,Desktop
CUST_001409,22.48,22.0,1.0,17.4,13.56745484394216,0.288,520.0,South,Mobile
CUST_001410,24.51,25.0,1.0,18.3,9.763466890317698,0.599,773.0,West,Desktop
CUST_001411,163.01,32.0,2.0,8.5,5.436655289724659,0.231,785.0,West,Desktop
CUST_001412,64.55,,4.0,12.8,35.22975367931693,0.241,731.0,North,Desktop
CUST_001413,57.23,13.0,0.0,21.7,22.94851793845816,0.288,1229.0,East,Mobile
CUST_001414,444.97,23.0,1.0,19.8,7.347446547364495,0.542,906.0,South,Mobile
CUST_001415,15.3,24.0,1.0,14.9,15.399860828379916,0.383,1193.0,South,Desktop
CUST_001416,,18.0,0.0,14.4,,0.672,,North,Desktop
CUST_001417,35.46,35.0,5.0,,11.454308424934549,0.288,1495.0,South,Mobile
CUST_001418,45.71,43.0,0.0,24.5,10.122911212589662,0.535,1640.0,West,Mobile
CUST_001419,,32.0,2.0,,3.705745947519915,0.34,987.0,South,Mobile
CUST_001420,60.91,19.0,0.0,0.0,6.1061054642167845,0.473,261.0,North,Tablet
CUST_001421,63.18,21.0,1.0,1.6,43.301775900251656,,0.0,East,Mobile
CUST_001422,119.94,25.0,2.0,3.2,8.754166728323828,0.493,0.0,East,Tablet
CUST_001423,21.37,22.0,4.0,14.0,4.451207400065305,0.525,653.0,North,Desktop
CUST_001424,12.1,29.0,3.0,19.7,8.490911606120434,0.731,961.0,East,Mobile
CUST_001425,9.45,32.0,,20.8,9.111395186554647,0.06,1006.0,North,Mobile
CUST_001426,3.13,45.0,1.0,,48.0991158901063,0.393,382.0,South,Mobile
CUST_001427,390.51,29.0,0.0,10.4,16.157843754979375,0.153,,East,Mobile
CUST_001428,8.81,29.0,3.0,14.1,34.521146098288185,0.282,1074.0,East,Desktop
CUST_001429,25.39,,0.0,14.0,1.972799235049277,0.058,725.0,North,Mobile
CUST_001430,23.76,32.0,1.0,11.1,20.394439574776314,0.294,962.0,South,Desktop
CUST_001431,47.89,19.0,0.0,35.5,,0.352,1817.0,West,Tablet
CUST_001432,88.14,36.0,3.0,17.5,14.321407477890407,0.246,1393.0,South,Mobile
CUST_001433,93.0,10.0,0.0,6.3,12.387709020188398,0.691,496.0,West,Mobile
CUST_001434,16.45,11.0,0.0,15.0,96.6690454790696,0.692,1010.0,North,Tablet
CUST_001435,27.1,23.0,1.0,11.5,22.81743816800923,0.261,661.0,North,Tablet
CUST_001436,46.48,30.0,1.0,12.8,7.8330174898672835,0.045,572.0,West,Desktop
CUST_001437,24.57,16.0,1.0,7.9,2.447892171604619,0.051,407.0,East,Mobile
CUST_001438,227.88,32.0,3.0,8.3,16.227815932247854,0.37,506.0,East,Desktop
CUST_001439,59.69,24.0,2.0,0.0,9.951582433935027,0.113,162.0,West,Mobile
CUST_001440,79.99,17.0,0.0,13.1,47.80158138306205,0.065,,West,Desktop
CUST_001441,,17.0,2.0,15.2,7.1735273176619705,0.668,1098.0,South,Desktop
CUST_001442,135.39,28.0,0.0,,15.664118473809916,0.366,538.0,West,Desktop
CUST_001443,41.15,14.0,0.0,22.2,63.46075145726322,0.328,724.0,West,Mobile
CUST_001444,6.99,17.0,1.0,14.7,14.965848104565168,0.684,1181.0,West,Desktop
CUST_001445,53.5,21.0,2.0,15.3,18.880369947874765,0.282,1659.0,North,Desktop
CUST_001446,15.16,,2.0,16.9,22.315964955016945,0.597,1488.0,North,Desktop
CUST_001447,17.56,22.0,2.0,14.7,13.58962905788136,0.225,865.0,East,Desktop
CUST_001448,66.93,,1.0,15.4,10.387175642817187,0.572,1185.0,West,Mobile
CUST_001449,146.34,,1.0,3.9,20.6980403812455,0.256,706.0,East,Mobile
CUST_001450,33.97,22.0,2.0,23.9,33.698472807001025,0.138,1413.0,South,Mobile
CUST_001451,47.97,7.0,0.0,4.2,14.908883891273662,0.273,328.0,South,Mobile
CUST_001452,255.36,33.0,1.0,22.3,12.746443048925643,0.235,1604.0,East,Desktop
CUST_001453,44.21,21.0,2.0,17.7,45.55525990376195,0.408,1454.0,East,Desktop
CUST_001454,751.46,31.0,2.0,10.6,10.802155268249273,0.688,851.0,South,Desktop
CUST_001455,65.28,28.0,2.0,18.1,21.045859487874708,0.377,1182.0,North,Desktop
CUST_001456,4.0,38.0,2.0,12.7,14.384215270186965,0.071,284.0,North,Mobile
CUST_001457,81.78,30.0,0.0,22.9,36.289647300647026,0.211,1128.0,North,Desktop
CUST_001458,52.32,20.0,1.0,9.3,12.390438114499187,0.467,595.0,South,Desktop
CUST_001459,155.66,33.0,1.0,14.9,15.21547240444271,0.524,886.0,West,Desktop
CUST_001460,74.28,29.0,1.0,9.1,4.48986620816436,0.387,662.0,South,Mobile
CUST_001461,28.05,31.0,1.0,7.2,14.7630948318725,0.639,597.0,North,Mobile
CUST_001462,7.62,12.0,1.0,,9.380443899076583,0.135,,North,Desktop
CUST_001463,25.77,36.0,3.0,26.2,6.069523331860452,0.458,1282.0,West,Mobile
CUST_001464,11.93,26.0,2.0,18.9,11.814372766565224,0.379,1158.0,South,Desktop
CUST_001465,16.5,13.0,0.0,13.8,37.61101285425959,0.457,568.0,West,Desktop
CUST_001466,67.11,21.0,2.0,14.1,7.857972466241486,0.356,344.0,West,Mobile
CUST_001467,,29.0,3.0,2.2,23.189681176541324,0.204,518.0,East,Mobile
CUST_001468,53.18,31.0,0.0,8.2,7.6276470746847655,0.452,399.0,South,Mobile
CUST_001469,7.88,27.0,2.0,8.8,4.932413408339847,,429.0,South,Desktop
CUST_001470,56.46,26.0,2.0,16.3,18.228390867081714,0.491,1092.0,East,Desktop
CUST_001471,139.21,39.0,1.0,22.8,,0.634,1038.0,West,Mobile
CUST_001472,15.93,12.0,0.0,13.7,26.667552842761264,0.581,570.0,West,Mobile
CUST_001473,28.2,20.0,1.0,16.7,35.57161931811826,0.402,988.0,South,Mobile
CUST_001474,33.7,32.0,0.0,15.3,19.73520212951541,,,West,Tablet
CUST_001475,12.91,44.0,0.0,16.2,9.052363634298413,0.468,1424.0,West,Mobile
CUST_001476,,17.0,2.0,15.1,3.3112326752144865,0.473,717.0,North,Mobile
CUST_001477,28.64,21.0,0.0,18.1,9.538570692639333,0.408,792.0,South,Mobile
CUST_001478,54.79,30.0,0.0,9.3,44.372176634802464,0.606,410.0,East,Desktop
CUST_001479,11.42,29.0,1.0,22.1,6.55730538418107,0.35,1328.0,West,Desktop
CUST_001480,19.59,31.0,4.0,6.5,,0.228,454.0,South,Desktop
CUST_001481,78.8,12.0,0.0,2.4,5.001285248160187,0.299,,South,Desktop
CUST_001482,21.17,12.0,0.0,,12.074980558952586,0.474,1302.0,West,Desktop
CUST_001483,263.05,28.0,2.0,14.4,27.777611895473903,0.417,862.0,East,Mobile
CUST_001484,20.5,15.0,,12.4,102.91519760563465,0.459,474.0,South,Mobile
CUST_001485,43.36,17.0,2.0,11.8,2.812293334128491,0.616,0.0,North,Desktop
CUST_001486,101.4,31.0,7.0,20.3,,0.334,818.0,East,Mobile
CUST_001487,6.04,36.0,1.0,8.3,47.339565997187485,0.189,124.0,South,Desktop
CUST_001488,4.0,21.0,1.0,7.0,12.222913305622578,0.46,255.0,West,Mobile
CUST_001489,5.31,23.0,4.0,,9.087537813589961,0.492,1115.0,West,Desktop
CUST_001490,150.67,21.0,1.0,21.4,2.428606815421352,,1249.0,East,Mobile
CUST_001491,17.08,26.0,4.0,8.6,23.803277590089653,0.429,818.0,East,Mobile
CUST_001492,713.26,22.0,0.0,25.1,9.753578575871794,0.312,1587.0,East,Mobile
CUST_001493,16.83,,2.0,95.4,18.916324532003326,0.435,5941.0,West,Desktop
CUST_001494,41.32,21.0,0.0,12.2,7.614920728361629,0.305,743.0,West,Mobile
CUST_001495,210.72,,2.0,16.5,7.952696261463033,0.265,,South,Desktop
CUST_001496,367.72,44.0,0.0,15.7,13.068203467828685,0.684,744.0,South,Desktop
CUST_001497,393.0,41.0,2.0,21.5,12.669540110210546,0.5,1280.0,North,Mobile
CUST_001498,141.18,17.0,1.0,34.0,9.332563727894291,0.174,2775.0,East,Desktop
CUST_001499,113.17,,3.0,6.8,13.373361590496291,0.28,0.0,West,Mobile
CUST_001500,,25.0,0.0,12.1,25.648006486127738,0.233,53.0,South,Mobile
CUST_001501,84.27,7.0,0.0,12.2,3.379795382857938,0.26,503.0,East,Mobile
CUST_001502,17.09,9.0,0.0,30.4,6.03744845672618,0.648,1845.0,East,Mobile
CUST_001503,12.41,21.0,4.0,1.6,12.172414944546043,0.072,224.0,East,Mobile
CUST_001504,32.98,12.0,3.0,13.6,16.028283876027484,0.322,612.0,South,Desktop
CUST_001505,,37.0,2.0,19.2,13.674946074740863,0.146,,East,Mobile
CUST_001506,19.22,17.0,0.0,23.7,10.576577889990538,0.281,1596.0,North,Mobile
CUST_001507,76.38,13.0,0.0,12.4,12.764364494107664,0.321,509.0,South,Desktop
CUST_001508,104.21,16.0,3.0,25.2,8.729564953654618,0.706,1242.0,South,Desktop
CUST_001509,36.82,11.0,1.0,8.3,48.35533803479278,0.715,163.0,West,Mobile
CUST_001510,195.01,24.0,2.0,11.3,22.797370439890692,0.561,639.0,East,Desktop
CUST_001511,8.41,15.0,2.0,0.8,4.460786297590999,0.522,252.0,East,Desktop
CUST_001512,26.25,20.0,2.0,21.6,13.320510350067668,0.155,1348.0,North,Desktop
CUST_001513,14.01,39.0,1.0,7.8,54.96130771948971,0.402,852.0,North,Desktop
CUST_001514,3.53,39.0,,,,0.269,655.0,West,Mobile
CUST_001515,29.99,23.0,1.0,26.7,21.736078995013195,0.493,1592.0,West,Mobile
CUST_001516,28.61,26.0,2.0,7.2,32.13764538015962,0.513,1111.0,South,Desktop
CUST_001517,203.6,21.0,3.0,24.3,4.1339576669662295,0.344,1043.0,North,Mobile
CUST_001518,70.6,49.0,2.0,23.4,6.2799596517004215,0.46,1180.0,West,Mobile
CUST_001519,9.69,20.0,1.0,14.1,11.724135579918695,0.567,796.0,North,Mobile
CUST_001520,306.41,15.0,0.0,14.5,15.634007666804203,0.447,887.0,North,Mobile
CUST_001521,143.34,25.0,0.0,10.1,8.700568316885015,0.803,837.0,East,Mobile
CUST_001522,66.59,22.0,0.0,14.2,22.747513975314437,0.869,759.0,North,Desktop
CUST_001523,25.23,19.0,1.0,9.9,19.639322928200706,0.712,371.0,North,Desktop
CUST_001524,,12.0,1.0,28.0,9.253912860550196,0.329,1840.0,South,Mobile
CUST_001525,21.19,,0.0,16.1,6.602582167099984,0.29,476.0,West,Mobile
CUST_001526,122.3,26.0,3.0,23.1,6.807283995387947,,1080.0,South,Mobile
CUST_001527,,16.0,1.0,9.4,25.374799016290535,0.167,339.0,West,Desktop
CUST_001528,211.01,18.0,,25.9,13.62419837666317,0.731,1152.0,South,Desktop
CUST_001529,18.42,7.0,0.0,22.0,2.117694891914377,0.3,1332.0,South,Desktop
CUST_001530,8.64,19.0,1.0,18.7,10.639114889798456,0.553,1487.0,North,Tablet
CUST_001531,39.22,,1.0,19.9,9.196974699553765,0.215,1126.0,East,Tablet
CUST_001532,49.76,13.0,0.0,15.4,5.545937246629086,0.028,,East,Mobile
CUST_001533,48.8,31.0,3.0,,37.91323339914848,0.194,3534.0,East,Desktop
CUST_001534,27.74,31.0,0.0,,5.151611558431871,0.293,1695.0,East,Tablet
CUST_001535,18.93,8.0,0.0,19.8,8.753797220169096,0.159,1699.0,East,Tablet
CUST_001536,4.89,8.0,0.0,19.9,11.94652035280807,0.66,1122.0,West,Desktop
CUST_001537,61.33,22.0,3.0,16.5,9.182875237249156,0.123,834.0,West,Desktop
CUST_001538,17.47,17.0,1.0,2.7,80.17794353410648,0.192,251.0,West,Mobile
CUST_001539,8.13,19.0,1.0,13.8,7.18669043543626,0.061,858.0,East,Mobile
CUST_001540,1.05,23.0,1.0,8.6,24.657584101731835,0.364,743.0,East,Mobile
CUST_001541,32.04,40.0,4.0,4.4,15.961320738149466,0.328,0.0,East,Mobile
CUST_001542,2370.95,28.0,0.0,18.2,21.792404657618643,0.807,972.0,East,Mobile
CUST_001543,243.11,36.0,0.0,28.2,13.68764313456194,0.152,1563.0,North,Desktop
CUST_001544,19.13,22.0,,0.0,5.84682734376164,0.526,0.0,North,Desktop
CUST_001545,,8.0,1.0,7.6,18.78232164092007,0.428,1096.0,East,Mobile
CUST_001546,58.12,19.0,1.0,14.8,2.947371814752794,0.233,1126.0,North,Mobile
CUST_001547,9.99,21.0,,18.9,14.241622452027618,0.873,923.0,West,Mobile
CUST_001548,47.57,15.0,,12.5,4.131445175132389,0.28,943.0,South,Mobile
CUST_001549,83.04,45.0,0.0,,35.6325237245651,0.413,651.0,North,Desktop
CUST_001550,144.36,25.0,1.0,24.8,12.107301866745054,0.139,1632.0,West,Desktop
CUST_001551,29.37,28.0,5.0,17.2,28.309314378264645,0.169,1191.0,West,Desktop
CUST_001552,25.93,40.0,2.0,18.2,,0.74,702.0,West,Mobile
CUST_001553,11.55,24.0,1.0,2.4,4.3923206735466875,0.432,118.0,South,Desktop
CUST_001554,12.28,23.0,1.0,0.0,17.981716662685756,0.533,,South,Mobile
CUST_001555,25.23,17.0,0.0,10.2,14.473090838130531,0.46,235.0,North,Desktop
CUST_001556,51.46,27.0,1.0,15.5,20.670101781739316,0.381,840.0,East,Desktop
CUST_001557,99.12,43.0,2.0,16.9,13.207497479208163,,1353.0,South,Desktop
CUST_001558,12.63,37.0,1.0,16.8,11.052628492926294,0.307,1440.0,North,Desktop
CUST_001559,198.59,17.0,2.0,10.4,53.20285616367584,0.309,839.0,South,Desktop
CUST_001560,23.92,17.0,0.0,17.8,4.602384786921986,0.263,1304.0,East,Mobile
CUST_001561,32.28,21.0,5.0,14.6,13.694204530138522,0.384,1019.0,South,Desktop
CUST_001562,13.51,13.0,1.0,15.8,10.846770010879288,0.362,559.0,West,Desktop
CUST_001563,1.81,19.0,1.0,16.3,23.537510362163115,0.261,988.0,South,Desktop
CUST_001564,95.67,19.0,0.0,10.4,29.274416411739995,0.422,657.0,North,Desktop
CUST_001565,80.18,33.0,2.0,11.8,57.17423855615163,,723.0,South,Desktop
CUST_001566,23.63,30.0,1.0,30.3,,0.619,1193.0,West,Desktop
CUST_001567,35.89,25.0,2.0,21.1,5.158285981941456,0.325,1418.0,South,Mobile
CUST_001568,61.51,27.0,1.0,13.0,9.169373881817432,,589.0,West,Mobile
CUST_001569,5.08,11.0,3.0,15.9,3.2554984042521995,0.576,549.0,North,Desktop
CUST_001570,17.55,22.0,0.0,12.4,3.8465433583151762,0.75,621.0,South,Mobile
CUST_001571,85.89,23.0,,16.4,12.825916685027712,0.461,940.0,West,Desktop
CUST_001572,7.35,28.0,2.0,16.4,9.660046996970312,0.419,1452.0,East,Mobile
CUST_001573,47.1,23.0,0.0,10.0,12.953769378652305,0.513,0.0,East,Mobile
CUST_001574,6.5,22.0,1.0,17.9,15.39084384063229,0.344,854.0,North,Desktop
CUST_001575,57.96,,1.0,16.5,,0.281,1059.0,North,Mobile
CUST_001576,31.73,13.0,0.0,10.6,13.105657015221137,0.192,402.0,North,Mobile
CUST_001577,4.77,12.0,0.0,21.5,,0.32,1887.0,South,Mobile
CUST_001578,133.98,21.0,1.0,94.2,7.905520556621178,0.476,5749.0,East,Mobile
CUST_001579,13.71,11.0,1.0,7.2,5.187666045500909,0.385,,East,Desktop
CUST_001580,12.52,16.0,2.0,21.5,4.042848699784743,0.319,1189.0,West,Desktop
CUST_001581,42.13,20.0,1.0,7.4,10.466395831873482,0.451,324.0,West,Desktop
CUST_001582,131.42,17.0,0.0,19.3,9.250786869477153,0.203,862.0,South,Tablet
CUST_001583,9.79,24.0,1.0,29.4,136.5667033952386,0.411,1735.0,East,Desktop
CUST_001584,35.66,,0.0,23.7,40.293408801783016,0.434,1478.0,South,Desktop
CUST_001585,55.4,36.0,2.0,10.9,,0.49,572.0,South,Mobile
CUST_001586,76.08,23.0,3.0,9.8,2.5806200491859066,0.505,177.0,East,Tablet
CUST_001587,40.92,23.0,1.0,22.6,6.225958962479753,,1490.0,East,Mobile
CUST_001588,21.32,19.0,0.0,16.8,22.539328888079805,0.221,1029.0,South,Desktop
CUST_001589,12.27,29.0,1.0,2.0,12.3045016719048,0.258,0.0,South,Desktop
CUST_001590,36.72,18.0,1.0,20.3,27.108169776437823,0.268,844.0,North,Desktop
CUST_001591,9.15,,2.0,13.2,12.184411947123772,0.278,463.0,North,Mobile
CUST_001592,0.99,19.0,1.0,16.0,15.479866451537085,0.538,544.0,North,Desktop
CUST_001593,55.92,27.0,,16.5,8.843767650930092,0.596,810.0,South,Tablet
CUST_001594,,9.0,1.0,17.6,5.72344734381268,0.245,1191.0,South,Desktop
CUST_001595,1.94,26.0,0.0,32.0,5.913512658449076,0.294,1597.0,South,Mobile
CUST_001596,9.86,20.0,0.0,27.4,5.5690615338807925,,1831.0,West,Mobile
CUST_001597,69.62,31.0,3.0,,5.792092532855875,0.255,487.0,East,Desktop
CUST_001598,391.11,31.0,3.0,18.9,12.163731218453302,0.614,1690.0,West,Mobile
CUST_001599,33.95,,2.0,2.5,8.876937941795486,0.782,194.0,South,Desktop
CUST_001600,13.82,29.0,1.0,25.6,18.181226113151308,0.634,1373.0,South,Desktop
CUST_001601,26.59,12.0,,24.1,9.16490991293179,0.652,1267.0,North,Mobile
CUST_001602,172.41,15.0,0.0,9.2,11.07918588483522,0.51,893.0,South,Tablet
CUST_001603,15.25,4.0,,13.9,7.755067610790724,0.673,912.0,South,Desktop
CUST_001604,12.69,19.0,,22.0,34.241929598195775,0.268,1804.0,East,Mobile
CUST_001605,18.55,,0.0,13.6,24.910219145891055,0.126,766.0,East,Mobile
CUST_001606,10.55,18.0,1.0,10.5,16.063478099879553,0.36,321.0,South,Desktop
CUST_001607,38.37,25.0,3.0,15.4,14.630983410320235,0.378,1007.0,North,Mobile
CUST_001608,232.67,34.0,3.0,26.2,13.706259257828696,0.305,1643.0,East,Desktop
CUST_001609,48.8,18.0,0.0,,15.996540354809504,0.751,0.0,South,Desktop
CUST_001610,,21.0,1.0,8.2,16.969136816946374,0.74,,South,Desktop
CUST_001611,23.33,18.0,2.0,10.2,62.8487650704045,0.635,550.0,West,Mobile
CUST_001612,5.07,,1.0,29.9,17.100889113528186,0.229,1787.0,North,Desktop
CUST_001613,95.56,35.0,,25.8,11.625539448827588,0.348,1449.0,West,Desktop
CUST_001614,30.16,20.0,1.0,7.9,29.221055018315695,0.521,0.0,South,Mobile
CUST_001615,26.67,15.0,2.0,14.3,44.02440794545651,0.256,1167.0,North,Desktop
CUST_001616,1528.02,21.0,0.0,22.0,6.100195782912817,0.29,1097.0,North,Desktop
CUST_001617,47.39,29.0,2.0,21.5,3.6856147415292555,0.387,1184.0,South,Desktop
CUST_001618,13.43,4.0,0.0,16.1,11.710632906895471,0.336,1123.0,South,Mobile
CUST_001619,336.36,26.0,,15.3,3.1232759375820156,0.448,1333.0,South,Mobile
CUST_001620,131.39,28.0,1.0,30.8,24.822943699682952,0.532,1685.0,South,Desktop
CUST_001621,37.94,11.0,0.0,13.9,9.489540367812463,0.5,397.0,East,Tablet
CUST_001622,5.89,30.0,1.0,2.3,15.693177262008584,0.383,0.0,North,Mobile
CUST_001623,,19.0,1.0,16.3,12.198449052811668,0.37,952.0,South,Mobile
CUST_001624,14.85,19.0,2.0,17.4,8.35341570185259,0.451,856.0,West,Tablet
CUST_001625,313.55,10.0,0.0,14.2,16.05762774523528,0.652,1536.0,North,Mobile
CUST_001626,121.03,37.0,1.0,5.0,3.2560008171619663,0.292,480.0,East,Desktop
CUST_001627,19.36,14.0,1.0,18.1,9.570782205557258,0.286,1005.0,North,Mobile
CUST_001628,154.04,29.0,3.0,7.2,12.21764731584143,0.352,36.0,South,Mobile
CUST_001629,35.92,26.0,0.0,15.0,2.8899208286601508,0.317,1549.0,North,Mobile
CUST_001630,92.14,38.0,0.0,11.2,6.979912347118309,0.208,784.0,South,Mobile
CUST_001631,59.24,34.0,2.0,23.0,13.280913774035483,0.249,,West,Mobile
CUST_001632,11.99,20.0,0.0,2.5,5.353661572866141,0.806,,South,Mobile
CUST_001633,15.3,15.0,0.0,5.7,47.962638668695696,0.218,391.0,East,Mobile
CUST_001634,113.97,6.0,,15.5,10.827705331843928,0.349,871.0,South,Desktop
CUST_001635,22.16,26.0,1.0,15.0,8.595628892914542,0.254,782.0,North,Desktop
CUST_001636,20.4,21.0,0.0,13.1,29.19867616017171,0.518,1094.0,North,Desktop
CUST_001637,147.22,22.0,1.0,17.8,45.00769525635624,0.348,1001.0,East,Mobile
CUST_001638,55.05,23.0,0.0,16.5,67.7070369688776,0.453,1204.0,North,Mobile
CUST_001639,393.48,13.0,2.0,22.2,13.328443207998507,0.962,1553.0,East,Mobile
CUST_001640,9.2,30.0,1.0,16.2,9.112686688914463,0.59,772.0,South,Tablet
CUST_001641,34.09,28.0,0.0,29.0,18.947845295425964,0.133,1497.0,South,Desktop
CUST_001642,180.31,19.0,2.0,6.3,53.491134317612314,0.63,678.0,South,Mobile
CUST_001643,30.1,15.0,1.0,27.9,14.348530936682439,0.367,1389.0,North,Desktop
CUST_001644,56.99,22.0,2.0,15.2,27.66802718471469,0.102,1285.0,East,Desktop
CUST_001645,9.25,25.0,1.0,0.4,32.435609061034434,0.368,82.0,North,Desktop
CUST_001646,,36.0,2.0,0.0,,0.295,188.0,West,Mobile
CUST_001647,26.45,26.0,,10.5,42.525294454401035,0.402,728.0,East,Desktop
CUST_001648,108.08,32.0,4.0,20.5,11.765664048676891,0.824,1394.0,East,Mobile
CUST_001649,137.67,21.0,0.0,22.3,,0.303,1579.0,North,Desktop
CUST_001650,740.61,15.0,0.0,7.8,10.622437262268324,0.671,540.0,South,Mobile
CUST_001651,66.39,16.0,0.0,9.9,6.396184949028596,0.514,244.0,South,Desktop
CUST_001652,48.96,12.0,0.0,24.6,8.973781843863334,0.877,1593.0,South,Mobile
CUST_001653,41.82,12.0,0.0,2.3,3.7296372505663467,0.045,33.0,North,Desktop
CUST_001654,21.68,34.0,2.0,8.7,2.523732203980512,0.331,514.0,North,Desktop
CUST_001655,49.71,32.0,0.0,20.3,3.1175340706007373,0.282,1147.0,East,Desktop
CUST_001656,23.23,15.0,0.0,8.9,2.7985548911953653,0.263,956.0,North,Mobile
CUST_001657,40.53,29.0,2.0,17.7,5.573685213064436,0.695,872.0,East,Desktop
CUST_001658,160.95,15.0,1.0,12.7,7.518251756730444,0.384,992.0,West,Mobile
